user_id,item_id,rating
773,108,5.0
774,108,5.0
450,108,5.0
775,108,5.0
776,108,5.0
777,108,5.0
778,108,4.0
779,108,4.0
780,108,5.0
781,108,4.0
782,108,5.0
783,110,5.0
784,110,5.0
785,110,5.0
786,110,5.0
787,110,4.0
788,110,5.0
789,110,5.0
524,110,5.0
790,110,5.0
791,110,5.0
792,111,5.0
793,111,5.0
794,111,5.0
795,111,5.0
24,111,5.0
796,111,5.0
797,111,5.0
798,111,5.0
799,111,5.0
800,111,5.0
801,111,5.0
802,111,5.0
803,111,5.0
804,112,5.0
805,112,5.0
806,112,5.0
807,112,5.0
808,113,5.0
809,113,5.0
810,113,5.0
457,113,5.0
811,114,5.0
812,114,5.0
813,114,5.0
814,114,3.0
432,114,4.0
815,114,5.0
528,114,5.0
816,114,5.0
817,114,5.0
818,114,5.0
819,114,5.0
820,115,5.0
821,115,5.0
822,115,5.0
823,115,5.0
571,115,5.0
405,115,5.0
824,116,5.0
825,116,5.0
826,116,4.0
827,116,5.0
543,116,5.0
549,116,5.0
828,116,4.0
264,116,5.0
332,116,5.0
829,116,5.0
830,117,5.0
831,117,5.0
831,117,5.0
296,118,5.0
832,118,5.0
833,118,5.0
834,118,5.0
345,118,5.0
835,118,5.0
669,118,5.0
836,118,5.0
837,119,5.0
838,119,5.0
839,120,5.0
817,120,5.0
840,121,5.0
841,121,5.0
842,122,3.0
843,122,5.0
844,122,5.0
845,123,5.0
846,123,5.0
847,123,5.0
848,123,5.0
849,123,5.0
850,124,5.0
851,124,5.0
507,124,5.0
852,124,5.0
853,124,5.0
854,125,5.0
855,126,5.0
856,126,5.0
857,126,5.0
858,126,5.0
859,126,5.0
860,126,5.0
861,126,5.0
862,126,5.0
678,126,5.0
863,126,5.0
864,126,5.0
865,126,4.0
866,126,5.0
24,126,4.0
867,126,5.0
868,126,1.0
855,126,5.0
869,127,5.0
870,128,4.0
871,127,5.0
872,127,5.0
873,127,4.0
770,128,5.0
770,128,5.0
874,128,5.0
875,128,5.0
876,128,5.0
877,128,1.0
878,129,5.0
879,129,4.0
880,130,5.0
881,130,5.0
882,131,5.0
575,131,5.0
883,131,5.0
884,132,5.0
885,133,5.0
886,131,5.0
887,131,5.0
888,131,5.0
889,131,5.0
890,131,5.0
891,134,5.0
892,132,5.0
893,132,5.0
894,132,5.0
895,132,5.0
896,132,5.0
897,134,5.0
898,134,4.0
812,134,5.0
899,134,5.0
334,134,5.0
900,133,5.0
901,133,5.0
902,133,5.0
903,131,4.0
904,131,5.0
905,131,5.0
865,131,5.0
731,131,5.0
405,131,5.0
712,131,5.0
409,132,5.0
906,132,1.0
907,132,5.0
779,132,5.0
908,133,4.0
909,133,5.0
910,133,5.0
911,131,5.0
912,131,5.0
913,131,4.0
914,133,5.0
915,133,5.0
916,133,5.0
917,133,5.0
918,133,5.0
919,133,5.0
920,133,5.0
921,133,4.0
922,133,5.0
923,133,5.0
924,133,5.0
925,133,5.0
926,133,5.0
927,135,5.0
574,135,5.0
928,135,3.0
929,135,5.0
930,133,5.0
931,133,5.0
932,133,5.0
933,133,5.0
933,133,4.0
934,133,5.0
935,133,5.0
936,133,5.0
937,133,5.0
938,133,5.0
904,136,5.0
939,136,5.0
940,136,5.0
941,136,5.0
942,136,5.0
405,136,4.0
943,136,5.0
685,136,5.0
575,136,5.0
944,137,5.0
945,137,5.0
946,137,5.0
947,137,5.0
948,137,3.0
949,137,3.0
950,137,4.0
951,138,5.0
952,138,5.0
953,138,5.0
954,138,5.0
955,138,5.0
956,138,5.0
957,138,5.0
958,138,4.0
959,138,5.0
960,138,5.0
961,138,5.0
962,138,4.0
963,138,5.0
964,138,5.0
965,138,5.0
966,138,4.0
967,138,5.0
968,138,5.0
873,138,3.0
969,138,5.0
712,139,5.0
575,139,5.0
970,139,5.0
971,139,5.0
972,139,5.0
973,139,5.0
974,139,5.0
975,139,5.0
942,139,5.0
976,139,4.0
868,140,1.0
867,140,5.0
338,140,4.0
526,140,5.0
862,140,5.0
678,140,4.0
977,140,3.0
767,141,5.0
978,141,5.0
705,141,5.0
870,142,4.0
979,142,5.0
980,143,5.0
981,143,5.0
875,142,5.0
982,142,5.0
983,142,5.0
984,143,5.0
985,143,4.0
986,143,5.0
987,143,5.0
988,143,5.0
302,144,5.0
989,144,5.0
990,144,5.0
991,144,5.0
992,144,5.0
993,144,5.0
994,144,4.0
995,144,5.0
996,145,5.0
997,146,5.0
998,146,5.0
999,146,5.0
1000,146,5.0
1001,146,5.0
871,146,5.0
284,146,5.0
1002,146,5.0
1003,146,5.0
1004,146,5.0
1005,146,5.0
1006,146,5.0
1007,146,5.0
1008,146,5.0
966,146,4.0
1009,146,5.0
95,147,5.0
1010,147,4.0
1011,147,5.0
1012,148,5.0
1013,148,5.0
89,148,5.0
993,148,5.0
1014,148,5.0
1015,148,4.0
1016,148,5.0
1017,148,5.0
1018,148,3.0
1019,148,5.0
1020,148,5.0
1021,149,5.0
1022,149,5.0
1023,149,4.0
1024,148,5.0
1025,148,5.0
1026,148,5.0
1027,148,5.0
1028,148,5.0
1029,148,5.0
507,148,5.0
1030,148,4.0
1031,148,5.0
1032,148,4.0
1033,149,5.0
1034,149,5.0
1035,149,4.0
1036,149,5.0
1037,149,5.0
1038,149,4.0
1039,149,5.0
1040,149,5.0
941,149,5.0
302,149,5.0
770,149,5.0
1041,149,5.0
772,149,5.0
1042,149,1.0
1041,149,5.0
508,149,4.0
311,149,5.0
1043,149,5.0
1044,149,5.0
1045,149,4.0
812,149,5.0
1046,149,5.0
334,149,5.0
1047,150,5.0
777,151,5.0
993,151,5.0
1048,151,5.0
1049,151,5.0
1050,151,4.0
989,151,5.0
990,151,5.0
1051,151,4.0
1052,151,5.0
362,152,3.0
1053,152,5.0
1054,152,5.0
1055,152,5.0
1056,152,5.0
1057,152,5.0
1058,152,5.0
772,152,1.0
493,152,5.0
1059,152,5.0
939,152,5.0
1060,152,5.0
1061,152,5.0
965,153,5.0
1062,152,5.0
781,152,4.0
1063,152,5.0
1064,152,5.0
1065,152,4.0
1066,152,4.0
1067,152,4.0
1068,153,5.0
1003,153,5.0
1069,153,5.0
963,153,5.0
1070,154,5.0
1071,154,5.0
1072,154,5.0
1073,154,5.0
1074,154,5.0
1075,154,5.0
957,154,5.0
1076,154,5.0
786,154,5.0
639,155,5.0
1077,155,5.0
1078,154,4.0
1079,154,5.0
1080,154,5.0
1081,154,4.0
1082,154,5.0
1083,154,5.0
1084,154,5.0
1085,154,5.0
1086,154,4.0
1087,154,4.0
1088,156,5.0
1089,156,5.0
1090,156,5.0
1091,156,5.0
1092,156,4.0
1093,156,5.0
1094,156,5.0
1095,156,5.0
1096,156,5.0
1097,156,5.0
1098,156,5.0
1099,156,5.0
503,156,5.0
1100,156,5.0
59,156,5.0
1101,156,4.0
1102,156,5.0
1103,156,5.0
1104,156,5.0
1105,157,5.0
1106,157,5.0
1065,157,4.0
685,157,5.0
1107,157,5.0
707,157,5.0
1108,158,5.0
1109,158,5.0
1110,158,5.0
1111,158,5.0
1112,158,5.0
1113,158,5.0
1114,158,5.0
1115,158,5.0
1116,158,5.0
1117,159,5.0
733,159,5.0
1118,160,5.0
1119,160,5.0
1120,160,5.0
1121,161,5.0
157,161,5.0
136,161,1.0
139,161,4.0
141,161,5.0
1122,161,2.0
153,161,4.0
949,162,3.0
1123,163,4.0
1107,163,5.0
1065,163,4.0
721,164,5.0
1124,164,5.0
1125,164,5.0
1126,164,5.0
1127,164,4.0
108,164,5.0
1128,164,5.0
1129,164,5.0
1130,164,5.0
1131,165,4.0
1132,166,5.0
1133,166,4.0
1134,166,5.0
1135,166,5.0
1136,166,5.0
1137,166,5.0
1138,166,5.0
1139,166,5.0
1140,166,5.0
1141,166,5.0
1142,166,5.0
1143,166,5.0
1144,167,5.0
1145,167,4.0
1146,167,4.0
1147,167,3.0
668,167,5.0
1148,167,5.0
1149,167,5.0
1150,167,5.0
1151,167,5.0
1152,167,5.0
1153,167,5.0
1154,167,5.0
1155,167,5.0
1156,167,5.0
1157,167,5.0
1158,167,5.0
292,168,5.0
1159,168,5.0
1160,168,5.0
1063,169,5.0
1161,169,5.0
420,169,5.0
1162,169,5.0
894,169,5.0
350,169,5.0
1163,169,5.0
1164,170,4.0
1165,171,5.0
1166,171,5.0
1167,172,4.0
1168,173,4.0
1020,174,5.0
1169,174,2.0
1170,175,5.0
1171,175,5.0
1172,175,4.0
1173,175,5.0
1174,175,5.0
1175,174,5.0
1176,174,5.0
1177,174,4.0
1178,174,5.0
1179,174,5.0
564,173,5.0
1180,173,5.0
1181,173,5.0
1182,173,5.0
1183,173,5.0
1184,173,4.0
1170,173,5.0
774,173,5.0
352,173,5.0
1185,173,5.0
1186,173,3.0
1187,173,5.0
417,173,5.0
299,173,5.0
1188,173,5.0
284,176,5.0
1189,176,5.0
800,176,5.0
1190,176,5.0
1191,176,4.0
1192,177,5.0
1193,177,5.0
1194,177,5.0
1195,177,5.0
1196,177,5.0
731,177,5.0
306,178,5.0
1197,178,4.0
1198,179,5.0
761,179,4.0
472,179,4.0
1199,179,5.0
1200,179,5.0
1201,179,5.0
1170,179,4.0
774,179,5.0
1202,179,4.0
1203,179,5.0
1204,179,5.0
1205,180,5.0
1206,180,5.0
541,181,5.0
1207,181,5.0
1208,181,5.0
1177,181,4.0
1209,181,4.0
1210,180,5.0
1211,180,5.0
1212,180,5.0
1213,180,5.0
1214,180,4.0
1215,180,5.0
1216,182,5.0
1217,182,5.0
1218,182,4.0
1219,182,5.0
1220,182,5.0
1221,183,5.0
1222,183,5.0
1223,183,5.0
1224,183,5.0
1225,183,5.0
1226,183,5.0
692,184,5.0
876,183,5.0
1227,183,4.0
1228,183,5.0
1229,183,5.0
1230,183,5.0
1231,183,4.0
521,183,5.0
1232,183,5.0
1233,183,5.0
1234,183,5.0
1235,183,5.0
1236,185,5.0
1237,185,4.0
998,185,5.0
1238,185,5.0
1239,185,5.0
712,185,4.0
519,185,5.0
1240,185,5.0
1241,185,5.0
21,185,5.0
781,185,4.0
1242,185,3.0
1243,185,5.0
1244,185,5.0
1245,185,5.0
1246,186,4.0
1247,186,5.0
1248,186,5.0
733,187,5.0
1249,187,5.0
1250,187,5.0
1208,187,5.0
1251,187,5.0
1252,187,5.0
1253,187,5.0
300,187,5.0
1254,187,5.0
1255,188,5.0
1256,188,5.0
1257,188,5.0
1258,188,5.0
701,189,5.0
1259,189,4.0
1260,189,5.0
1261,189,5.0
290,189,5.0
1262,189,5.0
1263,189,5.0
1264,189,5.0
1265,189,5.0
1266,189,5.0
1267,189,5.0
1268,189,5.0
598,189,5.0
1269,189,5.0
1270,189,3.0
1271,189,5.0
1272,189,5.0
1273,189,5.0
1274,189,5.0
1275,189,5.0
1276,189,5.0
961,189,5.0
1277,189,5.0
1278,189,5.0
1279,189,5.0
1280,189,5.0
1281,190,5.0
1282,190,4.0
1283,191,5.0
1284,191,5.0
1285,192,4.0
303,192,5.0
1145,192,5.0
1286,191,5.0
1092,191,5.0
1286,191,5.0
1287,191,5.0
1288,191,4.0
1289,191,4.0
1024,191,5.0
1290,191,5.0
1291,191,5.0
1292,191,5.0
1293,191,5.0
865,191,5.0
1039,191,5.0
941,191,4.0
1294,192,5.0
942,191,5.0
1295,191,5.0
1296,191,5.0
1297,191,5.0
1298,191,5.0
243,193,5.0
1299,193,5.0
1300,193,5.0
1301,193,5.0
1197,194,4.0
1024,194,5.0
1302,194,4.0
1268,194,5.0
1303,194,5.0
741,194,5.0
1304,195,5.0
1305,195,5.0
1306,195,5.0
1307,196,5.0
1308,196,4.0
1309,196,5.0
1310,196,5.0
1311,196,5.0
865,196,5.0
1312,196,5.0
1313,196,5.0
942,196,5.0
1314,197,5.0
652,198,5.0
1315,199,4.0
1092,199,4.0
1316,200,5.0
341,200,5.0
1317,199,5.0
1318,199,5.0
1319,199,5.0
1320,199,5.0
1321,199,5.0
1322,199,5.0
1323,199,5.0
1324,199,5.0
1325,199,5.0
1326,199,3.0
1327,199,5.0
1328,199,5.0
1329,199,4.0
1330,201,5.0
1331,201,5.0
1224,201,5.0
1332,201,5.0
290,201,5.0
1222,201,5.0
1333,201,5.0
1334,202,5.0
1335,202,5.0
1336,202,5.0
1337,202,5.0
1092,201,5.0
1338,201,5.0
757,201,4.0
1317,201,5.0
1339,201,5.0
87,201,5.0
450,201,5.0
1340,201,5.0
1341,201,5.0
1342,201,5.0
1343,202,5.0
1344,202,5.0
1345,203,5.0
1346,201,5.0
1037,201,4.0
1201,201,5.0
764,201,5.0
1347,201,4.0
1348,201,5.0
336,201,5.0
1349,203,5.0
510,203,5.0
839,201,5.0
1350,201,5.0
1321,201,5.0
1351,201,5.0
1352,201,5.0
1353,201,5.0
770,201,5.0
1354,201,5.0
1322,201,5.0
605,201,5.0
328,201,4.0
1355,201,5.0
1356,201,5.0
1357,201,5.0
1358,201,5.0
1249,201,5.0
1324,201,5.0
1359,201,5.0
1360,201,4.0
1361,201,5.0
1362,201,5.0
947,201,5.0
1363,201,5.0
1364,201,5.0
1061,201,5.0
1365,201,4.0
1366,201,5.0
1325,201,5.0
1367,201,5.0
1312,201,5.0
1338,201,5.0
1368,201,4.0
1296,201,5.0
1369,201,5.0
1370,201,5.0
1371,201,5.0
877,201,5.0
671,201,5.0
1372,201,5.0
1116,201,5.0
870,201,4.0
1373,201,5.0
1374,201,5.0
1375,201,5.0
730,204,5.0
1376,204,5.0
964,204,4.0
1377,205,5.0
1378,205,5.0
1379,205,4.0
1380,205,4.0
371,205,5.0
1381,205,5.0
593,205,5.0
1075,205,5.0
1382,205,5.0
1383,205,5.0
1384,206,5.0
1385,207,4.0
618,207,5.0
1386,208,5.0
1387,209,5.0
1388,209,5.0
1389,209,5.0
1390,209,5.0
723,209,3.0
1391,208,5.0
1392,208,5.0
1393,208,5.0
774,208,5.0
1394,208,4.0
815,208,5.0
1395,208,5.0
1396,209,5.0
